customer_id,invoice_month,target,day_of_week,week_of_year,month,avg_target,max_target,min_target,count_records,lag_1,rolling_3_mean
13055,5/1/2011,344.86,6,17,5,400.65333333333336,869.55,-12.45,3,0,0
13055,9/1/2011,869.55,3,35,9,400.65333333333336,869.55,-12.45,3,344.86,0
13055,10/1/2011,-12.45,5,39,10,400.65333333333336,869.55,-12.45,3,869.55,0
13058,7/1/2011,47.55,4,26,7,90.46666666666665,133.7,47.55,3,0,0
13058,10/1/2011,90.15,5,39,10,90.46666666666665,133.7,47.55,3,47.55,0
13058,11/1/2011,133.7,1,44,11,90.46666666666665,133.7,47.55,3,90.15,0
13059,4/1/2011,183.4,4,13,4,183.4,183.4,183.4,1,0,0
13060,3/1/2011,307.53,1,9,3,307.53,307.53,307.53,1,0,0
13061,9/1/2011,248.61,3,35,9,248.61,248.61,248.61,1,0,0
13062,6/1/2011,346.98,2,22,6,346.98,346.98,346.98,1,0,0
13064,1/1/2011,203.3,5,52,1,279.8725,455.95,183.08,4,0,0
13064,7/1/2011,455.95,4,26,7,279.8725,455.95,183.08,4,203.3,0
13064,9/1/2011,183.08,3,35,9,279.8725,455.95,183.08,4,455.95,0
13064,11/1/2011,277.16,1,44,11,279.8725,455.95,183.08,4,183.08,280.77666666666795
13065,12/1/2010,205.86,2,48,12,205.86,205.86,205.86,1,0,0
13066,11/1/2011,430.9,1,44,11,430.9,430.9,430.9,1,0,0
13067,9/1/2011,115.46,3,35,9,115.46,115.46,115.46,1,0,0
13068,1/1/2011,165,5,52,1,172,179,165,2,0,0
13068,11/1/2011,179,1,44,11,172,179,165,2,165,0
13069,12/1/2010,644.12,2,48,12,285.98615384615385,644.12,-147.87,13,0,0
13069,1/1/2011,340.94,5,52,1,285.98615384615385,644.12,-147.87,13,644.12,0
13069,2/1/2011,255.03,1,5,2,285.98615384615385,644.12,-147.87,13,340.94,0
13069,3/1/2011,273.98,1,9,3,285.98615384615385,644.12,-147.87,13,255.03,413.3633333333346
13069,4/1/2011,295.51,4,13,4,285.98615384615385,644.12,-147.87,13,273.98,289.98333333333466
13069,5/1/2011,391.62,6,17,5,285.98615384615385,644.12,-147.87,13,295.51,274.8400000000013
13069,6/1/2011,294.39,2,22,6,285.98615384615385,644.12,-147.87,13,391.62,320.3700000000013
13069,7/1/2011,302.04,4,26,7,285.98615384615385,644.12,-147.87,13,294.39,327.1733333333346
13069,8/1/2011,185.97,0,31,8,285.98615384615385,644.12,-147.87,13,302.04,329.3500000000013
13069,9/1/2011,476.7600000000001,3,35,9,285.98615384615385,644.12,-147.87,13,185.97,260.80000000000126
13069,10/1/2011,125.09,5,39,10,285.98615384615385,644.12,-147.87,13,476.7600000000001,321.59000000000134
13069,11/1/2011,-147.87,1,44,11,285.98615384615385,644.12,-147.87,13,125.09,262.6066667
13069,12/1/2011,280.24,3,48,12,285.98615384615385,644.12,-147.87,13,-147.87,151.3266667
13070,5/1/2011,228.8,6,17,5,228.8,228.8,228.8,1,0,0
13072,3/1/2011,177.15,1,9,3,177.15,177.15,177.15,1,0,0
13075,8/1/2011,919.61,0,31,8,919.61,919.61,919.61,1,0,0
13077,12/1/2010,313.72,2,48,12,243.09000000000003,313.72,151.83,3,0,0
13077,2/1/2011,263.72,1,5,2,243.09000000000003,313.72,151.83,3,313.72,0
13077,12/1/2011,151.83,3,48,12,243.09000000000003,313.72,151.83,3,263.72,0
13078,12/1/2010,873.26,2,48,12,956.3292307692308,1933.84,335.42,13,0,0
13078,1/1/2011,745.98,5,52,1,956.3292307692308,1933.84,335.42,13,873.26,0
13078,2/1/2011,335.42,1,5,2,956.3292307692308,1933.84,335.42,13,745.98,0
13078,3/1/2011,1229.52,1,9,3,956.3292307692308,1933.84,335.42,13,335.42,651.5533333333346
13078,4/1/2011,706.08,4,13,4,956.3292307692308,1933.84,335.42,13,1229.52,770.3066666666679
13078,5/1/2011,453.85,6,17,5,956.3292307692308,1933.84,335.42,13,706.08,757.0066667
13078,6/1/2011,776.4200000000001,2,22,6,956.3292307692308,1933.84,335.42,13,453.85,796.4833333333346
13078,7/1/2011,561.1800000000001,4,26,7,956.3292307692308,1933.84,335.42,13,776.4200000000001,645.4500000000013
13078,8/1/2011,1090.86,0,31,8,956.3292307692308,1933.84,335.42,13,561.1800000000001,597.1500000000013
13078,9/1/2011,1495.5,3,35,9,956.3292307692308,1933.84,335.42,13,1090.86,809.4866666666679
13078,10/1/2011,1404.78,5,39,10,956.3292307692308,1933.84,335.42,13,1495.5,1049.1800000000012
13078,11/1/2011,1933.84,1,44,11,956.3292307692308,1933.84,335.42,13,1404.78,1330.3800000000012
13078,12/1/2011,825.59,3,48,12,956.3292307692308,1933.84,335.42,13,1933.84,1611.3733333333346
13079,7/1/2011,23.8,4,26,7,55.025000000000006,148.60000000000002,17.700000000000003,4,0,0
13079,9/1/2011,148.60000000000002,3,35,9,55.025000000000006,148.60000000000002,17.700000000000003,4,23.8,0
13079,11/1/2011,17.700000000000003,1,44,11,55.025000000000006,148.60000000000002,17.700000000000003,4,148.60000000000002,0
13079,12/1/2011,30,3,48,12,55.025000000000006,148.60000000000002,17.700000000000003,4,17.700000000000003,63.36666666666796
13080,6/1/2011,58.08,2,22,6,58.08,58.08,58.08,1,0,0
13081,12/1/2010,2366.78,2,48,12,3107.1644444444446,9414.36,-39.7,9,0,0
13081,1/1/2011,3450.29,5,52,1,3107.1644444444446,9414.36,-39.7,9,2366.78,0
13081,2/1/2011,1573.19,1,5,2,3107.1644444444446,9414.36,-39.7,9,3450.29,0
13081,3/1/2011,2327.3,1,9,3,3107.1644444444446,9414.36,-39.7,9,1573.19,2463.4200000000014
13081,5/1/2011,4481.5,6,17,5,3107.1644444444446,9414.36,-39.7,9,2327.3,2450.260000000001
13081,7/1/2011,4406.61,4,26,7,3107.1644444444446,9414.36,-39.7,9,4481.5,2793.996666666668
13081,8/1/2011,-39.7,0,31,8,3107.1644444444446,9414.36,-39.7,9,4406.61,3738.470000000001
13081,11/1/2011,9414.36,1,44,11,3107.1644444444446,9414.36,-39.7,9,-39.7,2949.470000000001
13081,12/1/2011,-15.85,3,48,12,3107.1644444444446,9414.36,-39.7,9,9414.36,4593.756666666668
13082,1/1/2011,379.44,5,52,1,599.2466666666667,1278.1,90,6,0,0
13082,3/1/2011,706.5,1,9,3,599.2466666666667,1278.1,90,6,379.44,0
13082,4/1/2011,856.09,4,13,4,599.2466666666667,1278.1,90,6,706.5,0
13082,6/1/2011,285.35,2,22,6,599.2466666666667,1278.1,90,6,856.09,647.3433333333346
13082,7/1/2011,1278.1,4,26,7,599.2466666666667,1278.1,90,6,285.35,615.9800000000013
13082,8/1/2011,90,0,31,8,599.2466666666667,1278.1,90,6,1278.1,806.5133333333346
13083,9/1/2011,192.39,3,35,9,151.875,192.39,111.36,2,0,0
13083,12/1/2011,111.36,3,48,12,151.875,192.39,111.36,2,192.39,0
13085,2/1/2011,278.1,1,5,2,90.79333333333335,278.1,-143.7,3,0,0
13085,4/1/2011,-143.7,4,13,4,90.79333333333335,278.1,-143.7,3,278.1,0
13085,7/1/2011,137.98000000000002,4,26,7,90.79333333333335,278.1,-143.7,3,-143.7,0
13089,12/1/2010,5833.21,2,48,12,4414.298461538461,7329.92,3268.36,13,0,0
13089,1/1/2011,5124.58,5,52,1,4414.298461538461,7329.92,3268.36,13,5833.21,0
13089,2/1/2011,3975.23,1,5,2,4414.298461538461,7329.92,3268.36,13,5124.58,0
13089,3/1/2011,4369.06,1,9,3,4414.298461538461,7329.92,3268.36,13,3975.23,4977.673333333335
13089,4/1/2011,3268.36,4,13,4,4414.298461538461,7329.92,3268.36,13,4369.06,4489.623333333335
13089,5/1/2011,4120.45,6,17,5,4414.298461538461,7329.92,3268.36,13,3268.36,3870.883333333335
13089,6/1/2011,3704.18,2,22,6,4414.298461538461,7329.92,3268.36,13,4120.45,3919.290000000001
13089,7/1/2011,3642.08,4,26,7,4414.298461538461,7329.92,3268.36,13,3704.18,3697.6633333333343
13089,8/1/2011,3566,0,31,8,4414.298461538461,7329.92,3268.36,13,3642.08,3822.2366666666676
13089,9/1/2011,7329.92,3,35,9,4414.298461538461,7329.92,3268.36,13,3566,3637.4200000000014
13089,10/1/2011,3309.1,5,39,10,4414.298461538461,7329.92,3268.36,13,7329.92,4846.000000000001
13089,11/1/2011,4462.09,1,44,11,4414.298461538461,7329.92,3268.36,13,3309.1,4735.006666666668
13089,12/1/2011,4681.62,3,48,12,4414.298461538461,7329.92,3268.36,13,4462.09,5033.703333333335
13090,12/1/2010,1008.4,2,48,12,789.9445454545454,2409.45,-33.15,11,0,0
13090,1/1/2011,128.72999999999996,5,52,1,789.9445454545454,2409.45,-33.15,11,1008.4,0
13090,2/1/2011,485.04,1,5,2,789.9445454545454,2409.45,-33.15,11,128.72999999999996,0
13090,3/1/2011,555.3,1,9,3,789.9445454545454,2409.45,-33.15,11,485.04,540.7233333333346
13090,4/1/2011,760.1,4,13,4,789.9445454545454,2409.45,-33.15,11,555.3,389.6900000000012
13090,6/1/2011,832.02,2,22,6,789.9445454545454,2409.45,-33.15,11,760.1,600.1466666666679
13090,7/1/2011,968.4,4,26,7,789.9445454545454,2409.45,-33.15,11,832.02,715.8066666666679
13090,8/1/2011,-33.15,0,31,8,789.9445454545454,2409.45,-33.15,11,968.4,853.5066666666679
13090,10/1/2011,1219.72,5,39,10,789.9445454545454,2409.45,-33.15,11,-33.15,589.0900000000012
13090,11/1/2011,2409.45,1,44,11,789.9445454545454,2409.45,-33.15,11,1219.72,718.3233333333345
13090,12/1/2011,355.38,3,48,12,789.9445454545454,2409.45,-33.15,11,2409.45,1198.6733333333343
13091,11/1/2011,319.82,1,44,11,319.82,319.82,319.82,1,0,0
13092,12/1/2010,185.45,2,48,12,91.966,185.45,38.08,5,0,0
13092,3/1/2011,92.2,1,9,3,91.966,185.45,38.08,5,185.45,0
13092,4/1/2011,103.3,4,13,4,91.966,185.45,38.08,5,92.2,0
13092,5/1/2011,40.8,6,17,5,91.966,185.45,38.08,5,103.3,126.98333333333454
13092,9/1/2011,38.08,3,35,9,91.966,185.45,38.08,5,40.8,78.76666666666789
13093,12/1/2010,3795.51,2,48,12,1935.3675,3795.51,262.54999999999995,4,0,0
13093,1/1/2011,2223.91,5,52,1,1935.3675,3795.51,262.54999999999995,4,3795.51,0
13093,2/1/2011,1459.5,1,5,2,1935.3675,3795.51,262.54999999999995,4,2223.91,0
13093,3/1/2011,262.54999999999995,1,9,3,1935.3675,3795.51,262.54999999999995,4,1459.5,2492.9733333333347
13094,12/1/2010,223.68,2,48,12,170.88600000000002,411.48,-59.46,10,0,0
13094,1/1/2011,152.64,5,52,1,170.88600000000002,411.48,-59.46,10,223.68,0
13094,2/1/2011,76.32000000000001,1,5,2,170.88600000000002,411.48,-59.46,10,152.64,0
13094,3/1/2011,69.96000000000001,1,9,3,170.88600000000002,411.48,-59.46,10,76.32000000000001,150.88000000000122
13094,5/1/2011,411.48,6,17,5,170.88600000000002,411.48,-59.46,10,69.96000000000001,99.64000000000122
13094,6/1/2011,-59.46,2,22,6,170.88600000000002,411.48,-59.46,10,411.48,185.9200000000012
13094,7/1/2011,223.68,4,26,7,170.88600000000002,411.48,-59.46,10,-59.46,140.66000000000125
13094,8/1/2011,228.96000000000004,0,31,8,170.88600000000002,411.48,-59.46,10,223.68,191.90000000000123
13094,9/1/2011,228.96000000000004,3,35,9,170.88600000000002,411.48,-59.46,10,228.96000000000004,131.06000000000122
13094,11/1/2011,152.64,1,44,11,170.88600000000002,411.48,-59.46,10,228.96000000000004,227.2000000000012
13095,9/1/2011,74.39999999999999,3,35,9,74.39999999999999,74.39999999999999,74.39999999999999,1,0,0
13097,12/1/2010,304.90000000000003,2,48,12,589.332,932.25,-6.75,10,0,0
13097,1/1/2011,771.29,5,52,1,589.332,932.25,-6.75,10,304.90000000000003,0
13097,2/1/2011,580.21,1,5,2,589.332,932.25,-6.75,10,771.29,0
13097,3/1/2011,878.02,1,9,3,589.332,932.25,-6.75,10,580.21,552.1333333333346
13097,4/1/2011,460.94,4,13,4,589.332,932.25,-6.75,10,878.02,743.1733333333345
13097,6/1/2011,932.25,2,22,6,589.332,932.25,-6.75,10,460.94,639.7233333333346
13097,7/1/2011,-6.75,4,26,7,589.332,932.25,-6.75,10,932.25,757.0700000000012
13097,8/1/2011,641.85,0,31,8,589.332,932.25,-6.75,10,-6.75,462.1466666666679
13097,9/1/2011,799.47,3,35,9,589.332,932.25,-6.75,10,641.85,522.4500000000012
13097,11/1/2011,531.14,1,44,11,589.332,932.25,-6.75,10,799.47,478.19000000000125
13098,1/1/2011,589.45,5,52,1,2388.2400000000002,5406.5,214.9,12,0,0
13098,2/1/2011,214.9,1,5,2,2388.2400000000002,5406.5,214.9,12,589.45,0
13098,3/1/2011,349.2,1,9,3,2388.2400000000002,5406.5,214.9,12,214.9,0
13098,4/1/2011,2056.97,4,13,4,2388.2400000000002,5406.5,214.9,12,349.2,384.51666666666796
13098,5/1/2011,3818,6,17,5,2388.2400000000002,5406.5,214.9,12,2056.97,873.6900000000011
13098,6/1/2011,2370.61,2,22,6,2388.2400000000002,5406.5,214.9,12,3818,2074.7233333333347
13098,7/1/2011,2224.06,4,26,7,2388.2400000000002,5406.5,214.9,12,2370.61,2748.526666666668
13098,8/1/2011,2660.2,0,31,8,2388.2400000000002,5406.5,214.9,12,2224.06,2804.223333333335
13098,9/1/2011,2881.68,3,35,9,2388.2400000000002,5406.5,214.9,12,2660.2,2418.2900000000013
13098,10/1/2011,5406.5,5,39,10,2388.2400000000002,5406.5,214.9,12,2881.68,2588.646666666668
13098,11/1/2011,3746.48,1,44,11,2388.2400000000002,5406.5,214.9,12,5406.5,3649.4600000000014
13098,12/1/2011,2340.83,3,48,12,2388.2400000000002,5406.5,214.9,12,3746.48,4011.5533333333346
13099,9/1/2011,207.36,3,35,9,207.36,207.36,207.36,1,0,0
13101,4/1/2011,101.19,4,13,4,101.19,101.19,101.19,1,0,0
13102,12/1/2010,673.92,2,48,12,528.0241666666667,956.1,236.44,12,0,0
13102,1/1/2011,708.26,5,52,1,528.0241666666667,956.1,236.44,12,673.92,0
13102,2/1/2011,443.32,1,5,2,528.0241666666667,956.1,236.44,12,708.26,0
13102,3/1/2011,676.0799999999999,1,9,3,528.0241666666667,956.1,236.44,12,443.32,608.5000000000015
13102,4/1/2011,543.06,4,13,4,528.0241666666667,956.1,236.44,12,676.0799999999999,609.2200000000015
13102,5/1/2011,636.72,6,17,5,528.0241666666667,956.1,236.44,12,543.06,554.1533333333349
13102,6/1/2011,236.44,2,22,6,528.0241666666667,956.1,236.44,12,636.72,618.6200000000015
13102,7/1/2011,956.1,4,26,7,528.0241666666667,956.1,236.44,12,236.44,472.07333333333486
13102,9/1/2011,331.14,3,35,9,528.0241666666667,956.1,236.44,12,956.1,609.7533333333348
13102,10/1/2011,366.12,5,39,10,528.0241666666667,956.1,236.44,12,331.14,507.8933333333348
13102,11/1/2011,263,1,44,11,528.0241666666667,956.1,236.44,12,366.12,551.1200000000015
13102,12/1/2011,502.13,3,48,12,528.0241666666667,956.1,236.44,12,263,320.0866666666682
13103,10/1/2011,243.94,5,39,10,243.94,243.94,243.94,1,0,0
13104,12/1/2010,101.76,2,48,12,183.08,339.48,101.76,6,0,0
13104,3/1/2011,111.96,1,9,3,183.08,339.48,101.76,6,101.76,0
13104,7/1/2011,162.72,4,26,7,183.08,339.48,101.76,6,111.96,0
13104,9/1/2011,202.56,3,35,9,183.08,339.48,101.76,6,162.72,125.48000000000151
13104,10/1/2011,180,5,39,10,183.08,339.48,101.76,6,202.56,159.08000000000152
13104,12/1/2011,339.48,3,48,12,183.08,339.48,101.76,6,180,181.7600000000015
13106,7/1/2011,76.5,4,26,7,29.75,76.5,-17,2,0,0
13106,8/1/2011,-17,0,31,8,29.75,76.5,-17,2,76.5,0
13107,1/1/2011,559.29,5,52,1,381.0175,559.29,124.2,4,0,0
13107,6/1/2011,368.38,2,22,6,381.0175,559.29,124.2,4,559.29,0
13107,9/1/2011,472.2,3,35,9,381.0175,559.29,124.2,4,368.38,0
13107,10/1/2011,124.2,5,39,10,381.0175,559.29,124.2,4,472.2,466.6233333333348
13108,12/1/2010,350.06,2,48,12,350.06,350.06,350.06,1,0,0
13109,7/1/2011,364.9,4,26,7,255.61333333333334,413.74,-11.8,3,0,0
13109,10/1/2011,413.74,5,39,10,255.61333333333334,413.74,-11.8,3,364.9,0
13109,12/1/2011,-11.8,3,48,12,255.61333333333334,413.74,-11.8,3,413.74,0
13110,2/1/2011,235.75000000000003,1,5,2,290.57399999999996,460.94,204.7,5,0,0
13110,3/1/2011,460.94,1,9,3,290.57399999999996,460.94,204.7,5,235.75000000000003,0
13110,7/1/2011,309.75,4,26,7,290.57399999999996,460.94,204.7,5,460.94,0
13110,10/1/2011,204.7,5,39,10,290.57399999999996,460.94,204.7,5,309.75,335.48000000000155
13110,11/1/2011,241.73,1,44,11,290.57399999999996,460.94,204.7,5,204.7,325.13000000000153
13113,12/1/2010,341.12,2,48,12,955.4545454545455,3266.9,92.02999999999996,11,0,0
13113,1/1/2011,992.65,5,52,1,955.4545454545455,3266.9,92.02999999999996,11,341.12,0
13113,2/1/2011,1077.79,1,5,2,955.4545454545455,3266.9,92.02999999999996,11,992.65,0
13113,3/1/2011,1167.13,1,9,3,955.4545454545455,3266.9,92.02999999999996,11,1077.79,803.8533333333348
13113,4/1/2011,1000.77,4,13,4,955.4545454545455,3266.9,92.02999999999996,11,1167.13,1079.1900000000016
13113,5/1/2011,3266.9,6,17,5,955.4545454545455,3266.9,92.02999999999996,11,1000.77,1081.8966666666681
13113,6/1/2011,752.4100000000001,2,22,6,955.4545454545455,3266.9,92.02999999999996,11,3266.9,1811.6000000000015
13113,8/1/2011,1143.04,0,31,8,955.4545454545455,3266.9,92.02999999999996,11,752.4100000000001,1673.3600000000015
13113,10/1/2011,92.02999999999996,5,39,10,955.4545454545455,3266.9,92.02999999999996,11,1143.04,1720.783333333335
13113,11/1/2011,336.96,1,44,11,955.4545454545455,3266.9,92.02999999999996,11,92.02999999999996,662.4933333333348
13113,12/1/2011,339.2,3,48,12,955.4545454545455,3266.9,92.02999999999996,11,336.96,524.0100000000015
13115,12/1/2010,-5,2,48,12,245.07000000000002,879.02,-16.5,9,0,0
13115,1/1/2011,-7.95,5,52,1,245.07000000000002,879.02,-16.5,9,-5,0
13115,2/1/2011,-1.65,1,5,2,245.07000000000002,879.02,-16.5,9,-7.95,0
13115,6/1/2011,865.4,2,22,6,245.07000000000002,879.02,-16.5,9,-1.65,-4.866666667
13115,7/1/2011,-5.6,4,26,7,245.07000000000002,879.02,-16.5,9,865.4,285.2666666666682
13115,9/1/2011,-1.65,3,35,9,245.07000000000002,879.02,-16.5,9,-5.6,286.0500000000015
13115,10/1/2011,879.02,5,39,10,245.07000000000002,879.02,-16.5,9,-1.65,286.0500000000015
13115,11/1/2011,499.56,1,44,11,245.07000000000002,879.02,-16.5,9,879.02,290.5900000000015
13115,12/1/2011,-16.5,3,48,12,245.07000000000002,879.02,-16.5,9,499.56,458.9766666666682
13116,7/1/2011,501.14,4,26,7,242.595,501.14,-15.95,2,0,0
13116,8/1/2011,-15.95,0,31,8,242.595,501.14,-15.95,2,501.14,0
13117,12/1/2010,388.15,2,48,12,140.70142857142858,388.15,65.28,7,0,0
13117,1/1/2011,111.78,5,52,1,140.70142857142858,388.15,65.28,7,388.15,0
13117,3/1/2011,90.6,1,9,3,140.70142857142858,388.15,65.28,7,111.78,0
13117,4/1/2011,65.28,4,13,4,140.70142857142858,388.15,65.28,7,90.6,196.84333333333484
13117,5/1/2011,95.56,6,17,5,140.70142857142858,388.15,65.28,7,65.28,89.22
13117,8/1/2011,90.4,0,31,8,140.70142857142858,388.15,65.28,7,95.56,83.81333333333485
13117,11/1/2011,143.14,1,44,11,140.70142857142858,388.15,65.28,7,90.4,83.74666666666819
13118,2/1/2011,177.52,1,5,2,281.25,423.55,177.52,4,0,0
13118,3/1/2011,423.55,1,9,3,281.25,423.55,177.52,4,177.52,0
13118,5/1/2011,185.22,6,17,5,281.25,423.55,177.52,4,423.55,0
13118,11/1/2011,338.71000000000004,1,44,11,281.25,423.55,177.52,4,185.22,262.09666666666817
13120,4/1/2011,30.6,4,13,4,30.6,30.6,30.6,1,0,0
13121,3/1/2011,254.73,1,9,3,254.73,254.73,254.73,1,0,0
13122,4/1/2011,903.67,4,13,4,461.195,903.67,18.72,2,0,0
13122,9/1/2011,18.72,3,35,9,461.195,903.67,18.72,2,903.67,0
13124,12/1/2010,1256.32,2,48,12,1288.7766666666666,1317.8,1256.32,3,0,0
13124,4/1/2011,1317.8,4,13,4,1288.7766666666666,1317.8,1256.32,3,1256.32,0
13124,9/1/2011,1292.21,3,35,9,1288.7766666666666,1317.8,1256.32,3,1317.8,0
13126,12/1/2010,223.44,2,48,12,293.7557142857143,530.11,-19.95,7,0,0
13126,1/1/2011,300.47,5,52,1,293.7557142857143,530.11,-19.95,7,223.44,0
13126,3/1/2011,530.11,1,9,3,293.7557142857143,530.11,-19.95,7,300.47,0
13126,9/1/2011,308.56,3,35,9,293.7557142857143,530.11,-19.95,7,530.11,351.3400000000015
13126,10/1/2011,344.22,5,39,10,293.7557142857143,530.11,-19.95,7,308.56,379.7133333333348
13126,11/1/2011,-19.95,1,44,11,293.7557142857143,530.11,-19.95,7,344.22,394.29666666666816
13126,12/1/2011,369.44,3,48,12,293.7557142857143,530.11,-19.95,7,-19.95,210.94333333333486
13127,9/1/2011,259.17,3,35,9,259.17,259.17,259.17,1,0,0
13130,9/1/2011,64,3,35,9,64,64,64,1,0,0
13131,6/1/2011,324.9,2,22,6,259.825,447.3,-34,4,0,0
13131,9/1/2011,447.3,3,35,9,259.825,447.3,-34,4,324.9,0
13131,10/1/2011,-34,5,39,10,259.825,447.3,-34,4,447.3,0
13131,11/1/2011,301.1,1,44,11,259.825,447.3,-34,4,-34,246.0666666666682
13132,3/1/2011,77.3,1,9,3,77.3,77.3,77.3,1,0,0
13133,2/1/2011,52.35,1,5,2,54.900000000000006,57.45,52.35,2,0,0
13133,3/1/2011,57.45,1,9,3,54.900000000000006,57.45,52.35,2,52.35,0
13134,4/1/2011,489.75,4,13,4,580.21,890.84,360.04,3,0,0
13134,6/1/2011,360.04,2,22,6,580.21,890.84,360.04,3,489.75,0
13134,9/1/2011,890.84,3,35,9,580.21,890.84,360.04,3,360.04,0
13135,5/1/2011,3096,6,17,5,3096,3096,3096,1,0,0
13136,12/1/2010,-20.1,2,48,12,509.076,917.67,-20.1,5,0,0
13136,5/1/2011,572.8100000000001,6,17,5,509.076,917.67,-20.1,5,-20.1,0
13136,7/1/2011,635.72,4,26,7,509.076,917.67,-20.1,5,572.8100000000001,0
13136,9/1/2011,917.67,3,35,9,509.076,917.67,-20.1,5,635.72,396.14333333333485
13136,10/1/2011,439.28,5,39,10,509.076,917.67,-20.1,5,917.67,708.7333333333348
13137,2/1/2011,217.93,1,5,2,515.0114285714286,1143,217.93,7,0,0
13137,4/1/2011,645.91,4,13,4,515.0114285714286,1143,217.93,7,217.93,0
13137,7/1/2011,301.39,4,26,7,515.0114285714286,1143,217.93,7,645.91,0
13137,8/1/2011,292.52,0,31,8,515.0114285714286,1143,217.93,7,301.39,388.4100000000015
13137,9/1/2011,427.96,3,35,9,515.0114285714286,1143,217.93,7,292.52,413.27333333333485
13137,10/1/2011,576.37,5,39,10,515.0114285714286,1143,217.93,7,427.96,340.62333333333487
13137,11/1/2011,1143,1,44,11,515.0114285714286,1143,217.93,7,576.37,432.28333333333484
13138,12/1/2010,193.23,2,48,12,160.39833333333334,198.44,102.6,6,0,0
13138,4/1/2011,193.62,4,13,4,160.39833333333334,198.44,102.6,6,193.23,0
13138,7/1/2011,102.6,4,26,7,160.39833333333334,198.44,102.6,6,193.62,0
13138,9/1/2011,198.44,3,35,9,160.39833333333334,198.44,102.6,6,102.6,163.15000000000154
13138,10/1/2011,143.8,5,39,10,160.39833333333334,198.44,102.6,6,198.44,164.88666666666822
13138,11/1/2011,130.7,1,44,11,160.39833333333334,198.44,102.6,6,143.8,148.28000000000154
13139,3/1/2011,409.5,1,9,3,1011.158,1873.62,409.5,5,0,0
13139,5/1/2011,760.52,6,17,5,1011.158,1873.62,409.5,5,409.5,0
13139,8/1/2011,540.9200000000001,0,31,8,1011.158,1873.62,409.5,5,760.52,0
13139,9/1/2011,1873.62,3,35,9,1011.158,1873.62,409.5,5,540.9200000000001,570.3133333
13139,11/1/2011,1471.23,1,44,11,1011.158,1873.62,409.5,5,1873.62,1058.353333333335
13140,12/1/2010,159.51,2,48,12,211.85999999999999,264.21,159.51,2,0,0
13140,8/1/2011,264.21,0,31,8,211.85999999999999,264.21,159.51,2,159.51,0
13141,1/1/2011,524.57,5,52,1,477.16,987.72,-2.95,5,0,0
13141,2/1/2011,-2.95,1,5,2,477.16,987.72,-2.95,5,524.57,0
13141,4/1/2011,516.28,4,13,4,477.16,987.72,-2.95,5,-2.95,0
13141,5/1/2011,360.18,6,17,5,477.16,987.72,-2.95,5,516.28,345.96666666666823
13141,9/1/2011,987.72,3,35,9,477.16,987.72,-2.95,5,360.18,291.1700000000016
13142,11/1/2011,307.09,1,44,11,307.09,307.09,307.09,1,0,0
13144,1/1/2011,110.95,5,52,1,110.95,110.95,110.95,1,0,0
13145,12/1/2010,295,2,48,12,153.6925,295,82.17,4,0,0
13145,8/1/2011,118.8,0,31,8,153.6925,295,82.17,4,295,0
13145,9/1/2011,82.17,3,35,9,153.6925,295,82.17,4,118.8,0
13145,10/1/2011,118.8,5,39,10,153.6925,295,82.17,4,82.17,165.32333333333494
13146,11/1/2011,228.91,1,44,11,228.91,228.91,228.91,1,0,0
13147,9/1/2011,118.8,3,35,9,237.60000000000002,475.2000000000001,118.8,3,0,0
13147,10/1/2011,118.8,5,39,10,237.60000000000002,475.2000000000001,118.8,3,118.8,0
13147,11/1/2011,475.2000000000001,1,44,11,237.60000000000002,475.2000000000001,118.8,3,118.8,0
13148,12/1/2010,267.35,2,48,12,418.56,991.54,-116.33,8,0,0
13148,1/1/2011,618.95,5,52,1,418.56,991.54,-116.33,8,267.35,0
13148,3/1/2011,369.09,1,9,3,418.56,991.54,-116.33,8,618.95,0
13148,4/1/2011,341.58,4,13,4,418.56,991.54,-116.33,8,369.09,418.46333333333496
13148,6/1/2011,-116.33,2,22,6,418.56,991.54,-116.33,8,341.58,443.2066666666683
13148,7/1/2011,991.54,4,26,7,418.56,991.54,-116.33,8,-116.33,198.1133333333349
13148,8/1/2011,-40.95,0,31,8,418.56,991.54,-116.33,8,991.54,405.5966666666682
13148,11/1/2011,917.25,1,44,11,418.56,991.54,-116.33,8,-40.95,278.08666666666824
13149,2/1/2011,376.74,1,5,2,419.015,543.4399999999999,249.72,4,0,0
13149,7/1/2011,506.16,4,26,7,419.015,543.4399999999999,249.72,4,376.74,0
13149,8/1/2011,249.72,0,31,8,419.015,543.4399999999999,249.72,4,506.16,0
13149,11/1/2011,543.4399999999999,1,44,11,419.015,543.4399999999999,249.72,4,249.72,377.5400000000016
13151,2/1/2011,1257.87,1,5,2,625.185,1257.87,-7.5,2,0,0
13151,5/1/2011,-7.5,6,17,5,625.185,1257.87,-7.5,2,1257.87,0
13153,12/1/2011,486.22,3,48,12,486.22,486.22,486.22,1,0,0
13154,7/1/2011,-611.86,4,26,7,-611.86,-611.86,-611.86,1,0,0
13155,12/1/2010,379.7,2,48,12,242.94,379.7,89.25999999999999,4,0,0
13155,1/1/2011,189.5,5,52,1,242.94,379.7,89.25999999999999,4,379.7,0
13155,9/1/2011,313.3,3,35,9,242.94,379.7,89.25999999999999,4,189.5,0
